competencia,uf,tipo_estabelecimento,natureza_juridica,qtd_estabelecimentos
2018-07,SP,Pronto Socorro,P<c3><ba>blico,74
2018-07,RJ,Pronto Socorro,P<c3><ba>blico,30
2018-07,MG,Pronto Socorro,P<c3><ba>blico,35
2018-07,BA,Pronto Socorro,P<c3><ba>blico,24
2018-07,RS,Pronto Socorro,P<c3><ba>blico,20
2018-07,BR,Pronto Socorro,Filantr<c3><b3>pico,212
2018-07,SP,Pronto Socorro,Filantr<c3><b3>pico,48
2018-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2018-07,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2018-07,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2018-07,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2018-07,BR,Pronto Socorro,Privado,298
2018-07,SP,Pronto Socorro,Privado,66
2018-07,RJ,Pronto Socorro,Privado,27
2018-07,MG,Pronto Socorro,Privado,29
2018-07,BA,Pronto Socorro,Privado,20
2018-07,RS,Pronto Socorro,Privado,18
2018-10,BR,Pronto Socorro,P<c3><ba>blico,341
2018-10,SP,Pronto Socorro,P<c3><ba>blico,77
2018-10,RJ,Pronto Socorro,P<c3><ba>blico,30
2018-10,MG,Pronto Socorro,P<c3><ba>blico,34
2018-10,BA,Pronto Socorro,P<c3><ba>blico,23
2018-10,RS,Pronto Socorro,P<c3><ba>blico,20
2018-10,BR,Pronto Socorro,Filantr<c3><b3>pico,212
2018-10,SP,Pronto Socorro,Filantr<c3><b3>pico,46
2018-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2018-10,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2018-10,BA,Pronto Socorro,Filantr<c3><b3>pico,14
2018-10,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2018-10,BR,Pronto Socorro,Privado,303
2018-10,SP,Pronto Socorro,Privado,67
2018-10,RJ,Pronto Socorro,Privado,27
2018-10,MG,Pronto Socorro,Privado,29
2018-10,BA,Pronto Socorro,Privado,21
2018-10,RS,Pronto Socorro,Privado,17
2019-01,BR,Pronto Socorro,P<c3><ba>blico,350
2019-01,SP,Pronto Socorro,P<c3><ba>blico,74
2019-01,RJ,Pronto Socorro,P<c3><ba>blico,30
2019-01,MG,Pronto Socorro,P<c3><ba>blico,33
2019-01,BA,Pronto Socorro,P<c3><ba>blico,24
2019-01,RS,Pronto Socorro,P<c3><ba>blico,20
2019-01,BR,Pronto Socorro,Filantr<c3><b3>pico,215
2019-01,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2019-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2019-01,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2019-01,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2019-01,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2019-01,BR,Pronto Socorro,Privado,304
2019-01,SP,Pronto Socorro,Privado,66
2019-01,RJ,Pronto Socorro,Privado,27
2019-01,MG,Pronto Socorro,Privado,29
2019-01,BA,Pronto Socorro,Privado,21
2019-01,RS,Pronto Socorro,Privado,18
2019-04,BR,Pronto Socorro,P<c3><ba>blico,347
2019-04,SP,Pronto Socorro,P<c3><ba>blico,73
2019-04,RJ,Pronto Socorro,P<c3><ba>blico,31
2019-04,MG,Pronto Socorro,P<c3><ba>blico,34
2019-04,BA,Pronto Socorro,P<c3><ba>blico,23
2019-04,RS,Pronto Socorro,P<c3><ba>blico,21
2019-04,BR,Pronto Socorro,Filantr<c3><b3>pico,220
2019-04,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2019-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2019-04,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2019-04,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2019-04,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2019-04,BR,Pronto Socorro,Privado,303
2019-04,SP,Pronto Socorro,Privado,67
2019-04,RJ,Pronto Socorro,Privado,26
2019-04,MG,Pronto Socorro,Privado,30
2019-04,BA,Pronto Socorro,Privado,21
2019-04,RS,Pronto Socorro,Privado,18
2019-07,BR,Pronto Socorro,P<c3><ba>blico,348
2019-07,SP,Pronto Socorro,P<c3><ba>blico,74
2019-07,RJ,Pronto Socorro,P<c3><ba>blico,31
2019-07,MG,Pronto Socorro,P<c3><ba>blico,34
2019-07,BA,Pronto Socorro,P<c3><ba>blico,24
2019-07,RS,Pronto Socorro,P<c3><ba>blico,21
2019-07,BR,Pronto Socorro,Filantr<c3><b3>pico,217
2019-07,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2019-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2019-07,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2019-07,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2019-07,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2019-07,BR,Pronto Socorro,Privado,300
2019-07,SP,Pronto Socorro,Privado,65
2019-07,RJ,Pronto Socorro,Privado,27
2019-07,MG,Pronto Socorro,Privado,30
2019-07,BA,Pronto Socorro,Privado,20
2019-07,RS,Pronto Socorro,Privado,18
2019-10,BR,Pronto Socorro,P<c3><ba>blico,345
2019-10,SP,Pronto Socorro,P<c3><ba>blico,75
2019-10,RJ,Pronto Socorro,P<c3><ba>blico,31
2019-10,MG,Pronto Socorro,P<c3><ba>blico,34
2019-10,BA,Pronto Socorro,P<c3><ba>blico,23
2019-10,RS,Pronto Socorro,P<c3><ba>blico,21
2019-10,BR,Pronto Socorro,Filantr<c3><b3>pico,217
2019-10,SP,Pronto Socorro,Filantr<c3><b3>pico,48
2019-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2019-10,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2019-10,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2019-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2019-10,BR,Pronto Socorro,Privado,303
2019-10,SP,Pronto Socorro,Privado,66
2019-10,RJ,Pronto Socorro,Privado,27
2019-10,MG,Pronto Socorro,Privado,30
2019-10,BA,Pronto Socorro,Privado,21
2019-10,RS,Pronto Socorro,Privado,18
2020-01,BR,Pronto Socorro,P<c3><ba>blico,351
2020-01,SP,Pronto Socorro,P<c3><ba>blico,77
2020-01,RJ,Pronto Socorro,P<c3><ba>blico,31
2020-01,MG,Pronto Socorro,P<c3><ba>blico,34
2020-01,BA,Pronto Socorro,P<c3><ba>blico,24
2020-01,RS,Pronto Socorro,P<c3><ba>blico,20
2020-01,BR,Pronto Socorro,Filantr<c3><b3>pico,214
2020-01,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2020-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2020-01,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2020-01,BA,Pronto Socorro,Filantr<c3><b3>pico,14
2020-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2020-01,BR,Pronto Socorro,Privado,302
2020-01,SP,Pronto Socorro,Privado,66
2020-01,RJ,Pronto Socorro,Privado,27
2020-01,MG,Pronto Socorro,Privado,30
2020-01,BA,Pronto Socorro,Privado,20
2020-01,RS,Pronto Socorro,Privado,18
2020-04,BR,Pronto Socorro,P<c3><ba>blico,347
2020-04,SP,Pronto Socorro,P<c3><ba>blico,76
2020-04,RJ,Pronto Socorro,P<c3><ba>blico,31
2020-04,MG,Pronto Socorro,P<c3><ba>blico,35
2020-04,BA,Pronto Socorro,P<c3><ba>blico,23
2020-04,RS,Pronto Socorro,P<c3><ba>blico,21
2020-04,BR,Pronto Socorro,Filantr<c3><b3>pico,222
2020-04,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2020-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2020-04,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2020-04,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2020-04,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2020-04,BR,Pronto Socorro,Privado,307
2020-04,SP,Pronto Socorro,Privado,69
2020-04,RJ,Pronto Socorro,Privado,27
2020-04,MG,Pronto Socorro,Privado,30
2020-04,BA,Pronto Socorro,Privado,21
2020-04,RS,Pronto Socorro,Privado,18
2020-07,BR,Pronto Socorro,P<c3><ba>blico,355
2020-07,SP,Pronto Socorro,P<c3><ba>blico,78
2020-07,RJ,Pronto Socorro,P<c3><ba>blico,32
2020-07,MG,Pronto Socorro,P<c3><ba>blico,34
2020-07,BA,Pronto Socorro,P<c3><ba>blico,24
2020-07,RS,Pronto Socorro,P<c3><ba>blico,21
2020-07,BR,Pronto Socorro,Filantr<c3><b3>pico,218
2020-07,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2020-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2020-07,MG,Pronto Socorro,Filantr<c3><b3>pico,20
2020-07,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2020-07,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2020-07,BR,Pronto Socorro,Privado,313
2020-07,SP,Pronto Socorro,Privado,67
2020-07,RJ,Pronto Socorro,Privado,28
2020-07,MG,Pronto Socorro,Privado,30
2020-07,BA,Pronto Socorro,Privado,21
2020-07,RS,Pronto Socorro,Privado,18
2020-10,BR,Pronto Socorro,P<c3><ba>blico,355
2020-10,SP,Pronto Socorro,P<c3><ba>blico,76
2020-10,RJ,Pronto Socorro,P<c3><ba>blico,32
2020-10,MG,Pronto Socorro,P<c3><ba>blico,35
2020-10,BA,Pronto Socorro,P<c3><ba>blico,24
2020-10,RS,Pronto Socorro,P<c3><ba>blico,21
2020-10,BR,Pronto Socorro,Filantr<c3><b3>pico,223
2020-10,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2020-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2020-10,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2020-10,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2020-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2020-10,BR,Pronto Socorro,Privado,309
2020-10,SP,Pronto Socorro,Privado,70
2020-10,RJ,Pronto Socorro,Privado,27
2020-10,MG,Pronto Socorro,Privado,31
2020-10,BA,Pronto Socorro,Privado,22
2020-10,RS,Pronto Socorro,Privado,18
2021-01,BR,Pronto Socorro,P<c3><ba>blico,352
2021-01,SP,Pronto Socorro,P<c3><ba>blico,79
2021-01,RJ,Pronto Socorro,P<c3><ba>blico,31
2021-01,MG,Pronto Socorro,P<c3><ba>blico,36
2021-01,BA,Pronto Socorro,P<c3><ba>blico,24
2021-01,RS,Pronto Socorro,P<c3><ba>blico,21
2021-01,BR,Pronto Socorro,Filantr<c3><b3>pico,221
2021-01,SP,Pronto Socorro,Filantr<c3><b3>pico,48
2021-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2021-01,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2021-01,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2021-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2021-01,BR,Pronto Socorro,Privado,307
2021-01,SP,Pronto Socorro,Privado,69
2021-01,RJ,Pronto Socorro,Privado,27
2021-01,MG,Pronto Socorro,Privado,31
2021-01,BA,Pronto Socorro,Privado,21
2021-01,RS,Pronto Socorro,Privado,18
2021-04,BR,Pronto Socorro,P<c3><ba>blico,371
2021-04,SP,Pronto Socorro,P<c3><ba>blico,77
2021-04,RJ,Pronto Socorro,P<c3><ba>blico,32
2021-04,MG,Pronto Socorro,P<c3><ba>blico,34
2021-04,BA,Pronto Socorro,P<c3><ba>blico,24
2021-04,RS,Pronto Socorro,P<c3><ba>blico,21
2021-04,BR,Pronto Socorro,Filantr<c3><b3>pico,223
2021-04,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2021-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2021-04,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2021-04,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2021-04,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2021-04,BR,Pronto Socorro,Privado,315
2021-04,SP,Pronto Socorro,Privado,68
2021-04,RJ,Pronto Socorro,Privado,28
2021-04,MG,Pronto Socorro,Privado,30
2021-04,BA,Pronto Socorro,Privado,22
2021-04,RS,Pronto Socorro,Privado,18
2021-07,BR,Pronto Socorro,P<c3><ba>blico,351
2021-07,SP,Pronto Socorro,P<c3><ba>blico,78
2021-07,RJ,Pronto Socorro,P<c3><ba>blico,32
2021-07,MG,Pronto Socorro,P<c3><ba>blico,35
2021-07,BA,Pronto Socorro,P<c3><ba>blico,24
2021-07,RS,Pronto Socorro,P<c3><ba>blico,21
2021-07,BR,Pronto Socorro,Filantr<c3><b3>pico,228
2021-07,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2021-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2021-07,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2021-07,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2021-07,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2021-07,BR,Pronto Socorro,Privado,305
2021-07,SP,Pronto Socorro,Privado,68
2021-07,RJ,Pronto Socorro,Privado,28
2021-07,MG,Pronto Socorro,Privado,31
2021-07,BA,Pronto Socorro,Privado,22
2021-07,RS,Pronto Socorro,Privado,18
2021-10,BR,Pronto Socorro,P<c3><ba>blico,368
2021-10,SP,Pronto Socorro,P<c3><ba>blico,78
2021-10,RJ,Pronto Socorro,P<c3><ba>blico,31
2021-10,MG,Pronto Socorro,P<c3><ba>blico,36
2021-10,BA,Pronto Socorro,P<c3><ba>blico,24
2021-10,RS,Pronto Socorro,P<c3><ba>blico,21
2021-10,BR,Pronto Socorro,Filantr<c3><b3>pico,228
2021-10,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2021-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2021-10,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2021-10,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2021-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2021-10,BR,Pronto Socorro,Privado,317
2021-10,SP,Pronto Socorro,Privado,67
2021-10,RJ,Pronto Socorro,Privado,28
2021-10,MG,Pronto Socorro,Privado,31
2021-10,BA,Pronto Socorro,Privado,21
2021-10,RS,Pronto Socorro,Privado,18
2022-01,BR,Pronto Socorro,P<c3><ba>blico,361
2022-01,SP,Pronto Socorro,P<c3><ba>blico,79
2022-01,RJ,Pronto Socorro,P<c3><ba>blico,32
2022-01,MG,Pronto Socorro,P<c3><ba>blico,37
2022-01,BA,Pronto Socorro,P<c3><ba>blico,25
2022-01,RS,Pronto Socorro,P<c3><ba>blico,21
2022-01,BR,Pronto Socorro,Filantr<c3><b3>pico,226
2022-01,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2022-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2022-01,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2022-01,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2022-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2022-01,BR,Pronto Socorro,Privado,318
2022-01,SP,Pronto Socorro,Privado,70
2022-01,RJ,Pronto Socorro,Privado,28
2022-01,MG,Pronto Socorro,Privado,31
2022-01,BA,Pronto Socorro,Privado,22
2022-01,RS,Pronto Socorro,Privado,19
2022-04,BR,Pronto Socorro,P<c3><ba>blico,363
2022-04,SP,Pronto Socorro,P<c3><ba>blico,80
2022-04,RJ,Pronto Socorro,P<c3><ba>blico,31
2022-04,MG,Pronto Socorro,P<c3><ba>blico,35
2022-04,BA,Pronto Socorro,P<c3><ba>blico,24
2022-04,RS,Pronto Socorro,P<c3><ba>blico,21
2022-04,BR,Pronto Socorro,Filantr<c3><b3>pico,222
2022-04,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2022-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2022-04,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2022-04,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2022-04,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2022-04,BR,Pronto Socorro,Privado,322
2022-04,SP,Pronto Socorro,Privado,69
2022-04,RJ,Pronto Socorro,Privado,28
2022-04,MG,Pronto Socorro,Privado,31
2022-04,BA,Pronto Socorro,Privado,21
2022-04,RS,Pronto Socorro,Privado,19
2022-07,BR,Pronto Socorro,P<c3><ba>blico,356
2022-07,SP,Pronto Socorro,P<c3><ba>blico,79
2022-07,RJ,Pronto Socorro,P<c3><ba>blico,32
2022-07,MG,Pronto Socorro,P<c3><ba>blico,36
2022-07,BA,Pronto Socorro,P<c3><ba>blico,25
2022-07,RS,Pronto Socorro,P<c3><ba>blico,21
2022-07,BR,Pronto Socorro,Filantr<c3><b3>pico,224
2022-07,SP,Pronto Socorro,Filantr<c3><b3>pico,49
2022-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2022-07,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2022-07,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2022-07,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2022-07,BR,Pronto Socorro,Privado,319
2022-07,SP,Pronto Socorro,Privado,71
2022-07,RJ,Pronto Socorro,Privado,28
2022-07,MG,Pronto Socorro,Privado,31
2022-07,BA,Pronto Socorro,Privado,22
2022-07,RS,Pronto Socorro,Privado,18
2022-10,BR,Pronto Socorro,P<c3><ba>blico,364
2022-10,SP,Pronto Socorro,P<c3><ba>blico,80
2022-10,RJ,Pronto Socorro,P<c3><ba>blico,33
2022-10,MG,Pronto Socorro,P<c3><ba>blico,37
2022-10,BA,Pronto Socorro,P<c3><ba>blico,25
2022-10,RS,Pronto Socorro,P<c3><ba>blico,22
2022-10,BR,Pronto Socorro,Filantr<c3><b3>pico,226
2022-10,SP,Pronto Socorro,Filantr<c3><b3>pico,48
2022-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2022-10,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2022-10,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2022-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2022-10,BR,Pronto Socorro,Privado,317
2022-10,SP,Pronto Socorro,Privado,71
2022-10,RJ,Pronto Socorro,Privado,28
2022-10,MG,Pronto Socorro,Privado,31
2022-10,BA,Pronto Socorro,Privado,22
2022-10,RS,Pronto Socorro,Privado,18
2023-01,BR,Pronto Socorro,P<c3><ba>blico,367
2023-01,SP,Pronto Socorro,P<c3><ba>blico,79
2023-01,RJ,Pronto Socorro,P<c3><ba>blico,32
2023-01,MG,Pronto Socorro,P<c3><ba>blico,36
2023-01,BA,Pronto Socorro,P<c3><ba>blico,25
2023-01,RS,Pronto Socorro,P<c3><ba>blico,22
2023-01,BR,Pronto Socorro,Filantr<c3><b3>pico,224
2023-01,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2023-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2023-01,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2023-01,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2023-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2023-01,BR,Pronto Socorro,Privado,320
2023-01,SP,Pronto Socorro,Privado,71
2023-01,RJ,Pronto Socorro,Privado,28
2023-01,MG,Pronto Socorro,Privado,32
2023-01,BA,Pronto Socorro,Privado,22
2023-01,RS,Pronto Socorro,Privado,19
2023-04,BR,Pronto Socorro,P<c3><ba>blico,369
2023-04,SP,Pronto Socorro,P<c3><ba>blico,82
2023-04,RJ,Pronto Socorro,P<c3><ba>blico,34
2023-04,MG,Pronto Socorro,P<c3><ba>blico,36
2023-04,BA,Pronto Socorro,P<c3><ba>blico,25
2023-04,RS,Pronto Socorro,P<c3><ba>blico,22
2023-04,BR,Pronto Socorro,Filantr<c3><b3>pico,234
2023-04,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2023-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2023-04,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2023-04,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2023-04,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2023-04,BR,Pronto Socorro,Privado,314
2023-04,SP,Pronto Socorro,Privado,69
2023-04,RJ,Pronto Socorro,Privado,27
2023-04,MG,Pronto Socorro,Privado,32
2023-04,BA,Pronto Socorro,Privado,22
2023-04,RS,Pronto Socorro,Privado,19
2023-07,BR,Pronto Socorro,P<c3><ba>blico,365
2023-07,SP,Pronto Socorro,P<c3><ba>blico,82
2023-07,RJ,Pronto Socorro,P<c3><ba>blico,33
2023-07,MG,Pronto Socorro,P<c3><ba>blico,36
2023-07,BA,Pronto Socorro,P<c3><ba>blico,25
2023-07,RS,Pronto Socorro,P<c3><ba>blico,22
2023-07,BR,Pronto Socorro,Filantr<c3><b3>pico,224
2023-07,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2023-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2023-07,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2023-07,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2023-07,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2023-07,BR,Pronto Socorro,Privado,316
2023-07,SP,Pronto Socorro,Privado,72
2023-07,RJ,Pronto Socorro,Privado,29
2023-07,MG,Pronto Socorro,Privado,31
2023-07,BA,Pronto Socorro,Privado,22
2023-07,RS,Pronto Socorro,Privado,19
2023-10,BR,Pronto Socorro,P<c3><ba>blico,372
2023-10,SP,Pronto Socorro,P<c3><ba>blico,81
2023-10,RJ,Pronto Socorro,P<c3><ba>blico,33
2023-10,MG,Pronto Socorro,P<c3><ba>blico,37
2023-10,BA,Pronto Socorro,P<c3><ba>blico,25
2023-10,RS,Pronto Socorro,P<c3><ba>blico,22
2023-10,BR,Pronto Socorro,Filantr<c3><b3>pico,230
2023-10,SP,Pronto Socorro,Filantr<c3><b3>pico,51
2023-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2023-10,MG,Pronto Socorro,Filantr<c3><b3>pico,22
2023-10,BA,Pronto Socorro,Filantr<c3><b3>pico,15
2023-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2023-10,BR,Pronto Socorro,Privado,322
2023-10,SP,Pronto Socorro,Privado,71
2023-10,RJ,Pronto Socorro,Privado,29
2023-10,MG,Pronto Socorro,Privado,32
2023-10,BA,Pronto Socorro,Privado,22
2023-10,RS,Pronto Socorro,Privado,19
2024-01,BR,Pronto Socorro,P<c3><ba>blico,360
2024-01,SP,Pronto Socorro,P<c3><ba>blico,81
2024-01,RJ,Pronto Socorro,P<c3><ba>blico,34
2024-01,MG,Pronto Socorro,P<c3><ba>blico,37
2024-01,BA,Pronto Socorro,P<c3><ba>blico,25
2024-01,RS,Pronto Socorro,P<c3><ba>blico,22
2024-01,BR,Pronto Socorro,Filantr<c3><b3>pico,228
2024-01,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2024-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2024-01,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2024-01,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2024-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2024-01,BR,Pronto Socorro,Privado,324
2024-01,SP,Pronto Socorro,Privado,70
2024-01,RJ,Pronto Socorro,Privado,29
2024-01,MG,Pronto Socorro,Privado,32
2024-01,BA,Pronto Socorro,Privado,22
2024-01,RS,Pronto Socorro,Privado,19
2024-04,BR,Pronto Socorro,P<c3><ba>blico,375
2024-04,SP,Pronto Socorro,P<c3><ba>blico,81
2024-04,RJ,Pronto Socorro,P<c3><ba>blico,33
2024-04,MG,Pronto Socorro,P<c3><ba>blico,37
2024-04,BA,Pronto Socorro,P<c3><ba>blico,26
2024-04,RS,Pronto Socorro,P<c3><ba>blico,22
2024-04,BR,Pronto Socorro,Filantr<c3><b3>pico,234
2024-04,SP,Pronto Socorro,Filantr<c3><b3>pico,51
2024-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2024-04,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2024-04,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2024-04,RS,Pronto Socorro,Filantr<c3><b3>pico,14
2024-04,BR,Pronto Socorro,Privado,317
2024-04,SP,Pronto Socorro,Privado,73
2024-04,RJ,Pronto Socorro,Privado,28
2024-04,MG,Pronto Socorro,Privado,32
2024-04,BA,Pronto Socorro,Privado,22
2024-04,RS,Pronto Socorro,Privado,20
2024-07,BR,Pronto Socorro,P<c3><ba>blico,364
2024-07,SP,Pronto Socorro,P<c3><ba>blico,83
2024-07,RJ,Pronto Socorro,P<c3><ba>blico,32
2024-07,MG,Pronto Socorro,P<c3><ba>blico,36
2024-07,BA,Pronto Socorro,P<c3><ba>blico,26
2024-07,RS,Pronto Socorro,P<c3><ba>blico,22
2024-07,BR,Pronto Socorro,Filantr<c3><b3>pico,231
2024-07,SP,Pronto Socorro,Filantr<c3><b3>pico,50
2024-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2024-07,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2024-07,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2024-07,RS,Pronto Socorro,Filantr<c3><b3>pico,14
2024-07,BR,Pronto Socorro,Privado,328
2024-07,SP,Pronto Socorro,Privado,75
2024-07,RJ,Pronto Socorro,Privado,29
2024-07,MG,Pronto Socorro,Privado,32
2024-07,BA,Pronto Socorro,Privado,22
2024-07,RS,Pronto Socorro,Privado,19
2024-10,BR,Pronto Socorro,P<c3><ba>blico,376
2024-10,SP,Pronto Socorro,P<c3><ba>blico,82
2024-10,RJ,Pronto Socorro,P<c3><ba>blico,34
2024-10,MG,Pronto Socorro,P<c3><ba>blico,36
2024-10,BA,Pronto Socorro,P<c3><ba>blico,25
2024-10,RS,Pronto Socorro,P<c3><ba>blico,22
2024-10,BR,Pronto Socorro,Filantr<c3><b3>pico,229
2024-10,SP,Pronto Socorro,Filantr<c3><b3>pico,51
2024-10,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2024-10,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2024-10,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2024-10,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2024-10,BR,Pronto Socorro,Privado,322
2024-10,SP,Pronto Socorro,Privado,70
2024-10,RJ,Pronto Socorro,Privado,29
2024-10,MG,Pronto Socorro,Privado,32
2024-10,BA,Pronto Socorro,Privado,22
2024-10,RS,Pronto Socorro,Privado,19
2025-01,BR,Pronto Socorro,P<c3><ba>blico,370
2025-01,SP,Pronto Socorro,P<c3><ba>blico,84
2025-01,RJ,Pronto Socorro,P<c3><ba>blico,33
2025-01,MG,Pronto Socorro,P<c3><ba>blico,37
2025-01,BA,Pronto Socorro,P<c3><ba>blico,26
2025-01,RS,Pronto Socorro,P<c3><ba>blico,22
2025-01,BR,Pronto Socorro,Filantr<c3><b3>pico,235
2025-01,SP,Pronto Socorro,Filantr<c3><b3>pico,51
2025-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2025-01,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2025-01,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2025-01,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2025-01,BR,Pronto Socorro,Privado,327
2025-01,SP,Pronto Socorro,Privado,71
2025-01,RJ,Pronto Socorro,Privado,29
2025-01,MG,Pronto Socorro,Privado,33
2025-01,BA,Pronto Socorro,Privado,22
